bank_txn_id,transaction_date,transaction_type,flow_direction,counterparty,amount,currency
BNK0001558,2026-01-05,Customer Receipt,Inflow,Kora Logistics SARL,203.81,EUR
BNK0001559,2025-12-20,Customer Receipt,Inflow,Noemie Vincent,2260.6,EUR
BNK0001560,2026-01-11,Customer Receipt,Inflow,Salome Michel,1018.25,EUR
BNK0001561,2026-02-06,Customer Receipt,Inflow,Louis Petit,467.24,EUR
BNK0001562,2026-01-17,Customer Receipt,Inflow,Optima Conseil Holding,4500.68,EUR
BNK0001563,2026-01-30,Customer Receipt,Inflow,Brahim Morel,235.31,EUR
BNK0001564,2026-01-15,Customer Receipt,Inflow,Delta Market Group,239.09,EUR
BNK0001565,2025-12-06,Customer Receipt,Inflow,Prestige Home SAS,551.96,EUR
BNK0001566,2026-02-08,Customer Receipt,Inflow,Paul Bamba,115.55,EUR
BNK0001567,2026-01-18,Customer Receipt,Inflow,Louis David,163.61,EUR
BNK0001568,2025-12-07,Customer Receipt,Inflow,Morgane Vincent,84.02,EUR
BNK0001569,2026-01-23,Customer Receipt,Inflow,Nova Retail Group,2927.57,EUR
BNK0001570,2026-01-02,Customer Receipt,Inflow,Mariam Garcia,1015.86,EUR
BNK0001571,2026-02-01,Customer Receipt,Inflow,Thomas Dupont,12189.93,EUR
BNK0001572,2025-12-15,Customer Receipt,Inflow,Riviera Supply Group,6664.9,EUR
BNK0001573,2025-12-24,Customer Receipt,Inflow,Topline Solutions SARL,187.36,EUR
BNK0001574,2026-01-01,Customer Receipt,Inflow,Chloe Lefevre,381.04,EUR
BNK0001575,2026-01-12,Customer Receipt,Inflow,Lea Diallo,547.54,EUR
BNK0001576,2026-01-06,Customer Receipt,Inflow,Brahim Martinez,325.92,EUR
BNK0001577,2026-01-19,Customer Receipt,Inflow,Louis David,671.57,EUR
BNK0001578,2026-01-08,Customer Receipt,Inflow,Louis Lambert,167.66, Eur 
BNK0001579,19/01/2026,Customer Receipt,Inflow,ELITE HABITAT HOLDING,1056.35,EUR
BNK0001580,2026-01-18,Customer Receipt,Inflow,Atlas Trading Services,414.18,EUR
BNK0001581,2025-12-21,Customer Receipt,Inflow,Bati Plus Holding,454.86,EUR
BNK0001582,2025-12-12,Customer Receipt,Inflow,Karim Dupont,1806.06, Eur 
BNK0001583,2026-01-10,Customer Receipt,Inflow,Salome Diallo,631.39,EUR
BNK0001584,2026-01-07,Customer Receipt,Inflow,Dylan Chevalier,112.24,EUR
BNK0001585,2025-12-16,Customer Receipt,Inflow,Elodie Girard,2021.73,EUR
BNK0001586,2026-01-12,Customer Receipt,Inflow,Aicha Francois,3090.59,EUR
BNK0001587,2026-01-07,Customer Receipt,Inflow,Maxime Bertrand,2467.36,EUR
BNK0001588,2026-01-21,Customer Receipt,Inflow,Brahim Martinez,1181.32,EUR
BNK0001589,2026-01-16,Customer Receipt,Inflow,Camille Diallo,1857.17,EUR
BNK0001590,2026-01-07,Customer Receipt,Inflow,Julie Roux,2558.27,EUR
BNK0001591,2025-12-11,Customer Receipt,Inflow,Jade Richard,414.9,EUR
BNK0001592,2025-12-08,Customer Receipt,Inflow,Emma Dubois,4679.16,EUR
BNK0001593,2026-01-26,Customer Receipt,Inflow,Thomas Thomas,254.43,EUR
BNK0001594,2025-12-03,Customer Receipt,Inflow,Mehdi Fournier,3500.4,EUR
BNK0001595,2026-01-18,Customer Receipt,Inflow,Optima Conseil Services,389.86,EUR
BNK0001596,2025-12-04,Customer Receipt,Inflow,Morgane Vincent,383.92,EUR
BNK0001597,12-30-2025,Customer Receipt,Inflow,Salome Traore,326.25,EUR
BNK0001598,2026-01-18,Customer Receipt,Inflow,Azur Concept SARL,81.95,EUR
BNK0001599,2026-01-18,Customer Receipt,Inflow,Salome Traore,3199.84,EUR
BNK0001600,2026-01-06,Customer Receipt,Inflow,Atlas Trading Holding,876.91,EUR
BNK0001601,2025-12-18,Customer Receipt,Inflow,Urban Motion SARL,670.66,EUR
BNK0001602,2026-01-22,Customer Receipt,Inflow,Julie Roux,330.45,EUR
BNK0001603,2025-12-22,Customer Receipt,Inflow,Alpha Partners SAS,286.96,EUR
BNK0001604,2026-01-08,Customer Receipt,Inflow,Brahim Thomas,557.23,EUR
BNK0001605,2026-02-06,Customer Receipt,Inflow,Smart Office Services,329.8,EUR
BNK0001606,2025-12-21,Customer Receipt,Inflow,Julie Diop,2216.68,EUR
BNK0001607,2026-02-04,Customer Receipt,Inflow,Azur Concept SARL,153.66,EUR
BNK0001608,2026-02-06,Customer Receipt,Inflow,Optima Conseil Services,1601.91,EUR
BNK0001609,2025-12-06,Customer Receipt,Inflow,Cap Sud Equipement SAS,644.89,EUR
BNK0001610,2025-12-16,Customer Receipt,Inflow,Azur Concept Services,"904,41",EUR
BNK0001611,2025-12-04,Customer Receipt,Inflow,Urban Motion SARL,1670.58,EUR
BNK0001612,2026-01-06,Customer Receipt,Inflow,Brahim Thomas,146.09,EUR
BNK0001613,2025-12-19,Customer Receipt,Inflow,Bati Plus Holding,388.76,EUR
BNK0001614,2026-02-01,Customer Receipt,Inflow,Antoine Dupont,521.57,EUR
BNK0001615,2026-02-16,Customer Receipt,Inflow,Vision Commerce Holding,249.99,EUR
BNK0001616,2026-01-16,Customer Receipt,Inflow,Thomas Martin,86.13,EUR
BNK0001617,2026-01-06,Customer Receipt,Inflow,Louis Vincent,1632.04,EUR
BNK0001618,2025-12-23,Customer Receipt,Inflow,Topline Solutions SARL,3445.32,EUR
BNK0001619,2025-12-21,Customer Receipt,Inflow,Bati Plus SARL,1165.84,EUR
BNK0001620,2026-01-27,Customer Receipt,Inflow,Julie Roux,21.41,EUR
BNK0001621,2026-01-25,Customer Receipt,Inflow,Atlas Trading Services,114.53,EUR
BNK0001622,2025-12-05,Customer Receipt,Inflow,Urban Motion Services,156.08,EUR
BNK0001623,2026-01-05,Customer Receipt,Inflow,Smart Office Services,1012.92,EUR
  BNK0001624  ,2025-12-06,Customer Receipt,Inflow,Atlas Trading Holding,224.28,EUR
BNK0001625,2026-01-25,Customer Receipt,Inflow,Optima Conseil Services,2225.82,EUR
BNK0001626,2026-01-25,Customer Receipt,Inflow,Florian Girard,188.91,EUR
BNK0001627,2025-12-25,Customer Receipt,Inflow,Riviera Supply Group,22.73,EUR
BNK0001628,2026-01-19,Customer Receipt,Inflow,Optima Conseil Holding,200.64,EUR
BNK0001629,2026-01-22,Customer Receipt,Inflow,Chloe Robert,81.22,EUR
BNK0001630,2025-12-17,Customer Receipt,Inflow,Julie Diop,6162.04,EUR
BNK0001631,2025-12-09,Customer Receipt,Inflow,Lea Konate,6299.59,EUR
BNK0001632,2026-01-27,Customer Receipt,Inflow,Louis David,503.98,EUR
BNK0001633,2026-01-09,Customer Receipt,Inflow,Kora Logistics SARL,502.51,EUR
BNK0001634,2025-01-03,Rent Payment,Outflow,SCI Riviera Immo,18218.79,EUR
BNK0001635,2025-01-28,Payroll Payment,Outflow,Cabinet Paye Sud,110435.27,EUR
BNK0001636,2025-02-16,Software Payment,Outflow,OVHcloud,975.02,EUR
BNK0001637,2025-02-02,Software Payment,Outflow,Notion,2153.37,eur
BNK0001638,2025-01-28,Software Payment,Outflow,Microsoft,2741.45,EUR
BNK0001639,2025-01-27,Marketing Payment,Outflow,Meta Ads,2262.01,EUR
BNK0001640,2025-01-28,Marketing Payment,Outflow,Agence Pulse,3870.41,EUR
BNK0001641,2025-02-22,Marketing Payment,Outflow,Google Ads,6783.01,EUR
BNK0001642,2025-01-26,Marketing Payment,Outflow,Agence Pulse,2655.03,EUR
BNK0001643,2025-01-21,Marketing Payment,Outflow,Meta Ads,5913.4,EUR
BNK0001644,2025-01-30,Marketing Payment,Outflow,Meta Ads,2446.66,EUR
BNK0001645,2025-02-06,Marketing Payment,Outflow,TikTok Ads,1425.66,EUR
BNK0001646,2025-02-09,Marketing Payment,Outflow,Agence Pulse,3399.59,EUR
BNK0001647,2025-01-18,Marketing Payment,Outflow,Agence Pulse,8166.48,EUR
BNK0001648,2025-02-06,Logistics Payment,Outflow,FedEx,1271.98,EUR
BNK0001649,2025-02-01,Logistics Payment,Outflow,DHL,1929.79,EUR
BNK0001650,2025-02-10,Logistics Payment,Outflow,FedEx,1759.01,EUR
BNK0001651,2025-01-24,Logistics Payment,Outflow,Chronopost,1645.09,EUR
BNK0001652,NA,Logistics Payment,Outflow,UPS,1136.54,EUR
BNK0001653,2025-02-06,Logistics Payment,Outflow,DHL,365.1,EUR
BNK0001654,2025-01-21,Logistics Payment,Outflow,FedEx,1849.26,EUR
BNK0001655,2025-02-03,Logistics Payment,Outflow,DHL,1223.2,EUR
BNK0001656,01-21-2025,Office Payment,Outflow,Office Depot,468.42,
BNK0001657,2025-01-16,Travel Payment,Outflow,SNCF,1646.0,EUR
BNK0001658 ,2025-01-20,Professional Fees Payment,Outflow,Compta Expert,1468.14,EUR
BNK0001659,2025-01-23,Professional Fees Payment,Outflow,Compta Expert,3051.37,EUR
BNK0001660,2025-01-26,Utilities Payment,Outflow,Veolia,3224.83,EUR
BNK0001661,2025-02-12,Professional Fees Payment,Outflow,Compta Expert,768.21,EUR
BNK0001662,2025-01-28,Professional Fees Payment,Outflow,Compta Expert,3082.75,EUR
BNK0001663,2025-01-29,Travel Payment,Outflow,Air France,1894.28,EUR
BNK0001664,2025-02-04,Travel Payment,Outflow,Booking Business,946.93,EUR
BNK0001665,2025-02-05,Professional Fees Payment,Outflow,Compta Expert,1619.86,EUR
BNK0001666,2025-02-06,Rent Payment,Outflow,SCI Riviera Immo,17672.92,EUR
BNK0001667,2025-02-26,Payroll Payment,Outflow,Cabinet Paye Sud,110996.0,EUR
BNK0001668,2025-03-01,Software Payment,Outflow,Adobe,2121.86,EUR
BNK0001669,02-18-2025,Software Payment,Outflow,Adobe,1677.71,EUR
BNK0001670,2025-03-02,Software Payment,Outflow,HubSpot,2091.5,EUR
BNK0001671,2025-02-27,Software Payment,Outflow,HubSpot,889.17,eur
BNK0001672,2025-02-21,Software Payment,Outflow,Adobe,2381.67,EUR
BNK0001673,2025-03-11,Marketing Payment,Outflow,  Agence Pulse  ,2078.0,EUR
BNK0001674,2025-03-12,Marketing Payment,Outflow,TikTok Ads,1834.9,EUR
BNK0001675,2025-03-02,Marketing Payment,Outflow,Meta Ads,7388.9,EUR
BNK0001676,2025-03-06,Marketing Payment,Outflow,Agence Pulse,2637.35,EUR
BNK0001677,2025-02-17,Marketing Payment,Outflow,Agence Pulse,8442.43,EUR
BNK0001678,2025-02-26,Marketing Payment,Outflow,Google Ads,4996.4,EUR
BNK0001679,2025-03-14,Marketing Payment,Outflow,TikTok Ads,4830.03,EUR
BNK0001680,2025-02-19,Logistics Payment,Outflow,UPS,841.68,EUR
BNK0001681,2025-03-03,Logistics Payment,Outflow,FedEx,1629.11,EUR
BNK0001682,2025-03-04,Logistics Payment,Outflow,FedEx,2208.37,EUR
BNK0001683,2025-03-10,Logistics Payment,Outflow,FedEx,284.87,EUR
BNK0001684,2025-03-10,Logistics Payment,Outflow,Chronopost,1317.15,EUR
BNK0001685,2025-03-09,Logistics Payment,Outflow,FedEx,2029.02,EUR
BNK0001686,2025-02-26,Logistics Payment,Outflow,Chronopost,513.18,EUR
BNK0001687,2025-03-04,Logistics Payment,Outflow,DHL,2188.23,EUR
BNK0001688,06-03-2025,Logistics Payment,Outflow,UPS,1276.79,EUR
BNK0001689,2025-03-09,Logistics Payment,Outflow,UPS,1970.11,EUR
BNK0001690,2025-03-02,Logistics Payment,Outflow,DHL,624.53,EUR
BNK0001691,2025-02-19,Logistics Payment,Outflow,Chronopost,817.81,EUR
BNK0001692,2025-02-19,Logistics Payment,Outflow,UPS,1012.25,EUR
BNK0001693,2025-02-28,Office Payment,Outflow,Bureau Vallee,1145.6,EUR
BNK0001694,2025-03-24,Office Payment,Outflow,Bureau Vallee,2428.92,EUR
BNK0001695,2025-02-16,Utilities Payment,Outflow,EDF,2505.21,EUR
BNK0001696,2025-02-24,Travel Payment,Outflow,Booking Business,423.9,EUR
BNK0001697,2025-02-27,Utilities Payment,Outflow,Orange Business,2825.68,EUR
BNK0001698,2025-02-27,Travel Payment,Outflow,Booking Business,2401.0,EUR
BNK0001699,2025-02-24,Office Payment,Outflow,Office Depot,848.64,EUR
BNK0001700,2025-03-02,Rent Payment,Outflow,SCI Riviera Immo,18045.24,EUR
BNK0001701,2025-03-29,Payroll Payment,Outflow,Cabinet Paye Sud,109278.32,EUR
BNK0001702,2025-03-31,Software Payment,Outflow,HubSpot,697.82,EUR
BNK0001703,2025-03-22,Software Payment,Outflow,HubSpot,532.3,EUR
BNK0001704,2025-04-03,Software Payment,Outflow,Adobe,599.52,EUR
BNK0001705,2025-03-31,Software Payment,Outflow,Adobe,2294.96,EUR
bnk0001706,2025-03-22,Marketing Payment,Outflow,Meta Ads,7722.49,EUR
BNK0001707,2025-04-05,Marketing Payment,Outflow,Meta Ads,4110.51,EUR
BNK0001708,2025-04-06,Marketing Payment,Outflow,TikTok Ads,6639.31,EUR
BNK0001709,2025-03-09,Marketing Payment,Outflow,Google Ads,3698.36,EUR
BNK0001710,2025-04-18,Marketing Payment,Outflow,Google Ads,7179.68,EUR
BNK0001711,2025-03-16,Marketing Payment,Outflow,TikTok Ads,4510.88,EUR
BNK0001712,2025-04-04,Marketing Payment,Outflow,Meta Ads,4626.86,EUR
BNK0001713,2025-04-09,Marketing Payment,Outflow,Google Ads,5593.05,EUR
BNK0001714,2025-04-03,Marketing Payment,Outflow,META ADS,3125.26,EUR
BNK0001715,2025-03-19,Marketing Payment,Outflow,TikTok Ads,3471.95,EUR
BNK0001716,2025-03-25,Logistics Payment,Outflow,Chronopost,1756.36,EUR
BNK0001717,2025-04-04,Logistics Payment,Outflow,FedEx,1517.73,EUR
BNK0001718,2025-04-06,Logistics Payment,Outflow,UPS,977.62,EUR
BNK0001719,2025-03-22,Logistics Payment,Outflow,FedEx,561.48,EUR
BNK0001720,2025-03-29,Logistics Payment,Outflow,FedEx,526.47,EUR
BNK0001721,2025-03-15,Logistics Payment,Outflow,FedEx,1520.18,EUR
BNK0001722,2025-04-14,Logistics Payment,Outflow,Chronopost,1217.49,EUR
BNK0001723,2025-04-17,Logistics Payment,Outflow,FedEx,395.17,EUR
BNK0001724,2025-04-12,Logistics Payment,Outflow,FedEx,430.48,EUR
BNK0001725,03-04-2025,Professional Fees Payment,Outflow,Cabinet Audit Conseil,2315.93,EUR
BNK0001726,2025-04-08,Professional Fees Payment,Outflow,Compta Expert,2928.36,EUR
BNK0001727,2025-04-07,Travel Payment,Outflow,Booking Business,4134.15,EUR
BNK0001728,2025-03-28,Office Payment,Outflow,Office Depot,2927.22,EUR
BNK0001729,2025-03-16,Travel Payment,Outflow,SNCF,1286.02,EUR
BNK0001730,2025-03-24,Professional Fees Payment,Outflow,Cabinet Audit Conseil,749.34,EUR
BNK0001731,2025-04-04,Professional Fees Payment,Outflow,Legal Partners,4016.31,EUR
BNK0001732,2025-03-14,Professional Fees Payment,Outflow,Compta Expert,881.2,EUR
BNK0001733,2025-03-25,Utilities Payment,Outflow,EDF,3474.05,EUR
BNK0001734,2025-04-05,Rent Payment,Outflow,SCI Riviera Immo,17881.71,EUR
BNK0001735,2025-04-24,Payroll Payment,Outflow,Cabinet Paye Sud,114089.78,EUR
  BNK0001736  ,18/04/2025,Software Payment,Outflow,Adobe,398.02,EUR
BNK0001737,2025-05-04,Software Payment,Outflow,Adobe,2147.77,EUR
BNK0001738,2025-05-11,Software Payment,Outflow,HubSpot,2333.57,EUR
BNK0001739,2025-05-17,Marketing Payment,Outflow,Google Ads,8607.3,EUR
BNK0001740,2025-05-14,Marketing Payment,Outflow,Google Ads,5039.27,EUR
BNK0001741,2025-04-18,Marketing Payment,Outflow,Meta Ads,7353.04,EUR
BNK0001742,2025-04-28,Marketing Payment,Outflow,TikTok Ads,5995.38,EUR
BNK0001743,2025-04-28,Marketing Payment,Outflow,TikTok  Ads,1377.22,EUR
BNK0001744,2025-04-13,Marketing Payment,Outflow,Agence Pulse,9464.27,EUR
Bnk0001745,2025-05-03,Marketing Payment,Outflow,TikTok Ads,7713.36, Eur 
BNK0001746,2025-05-09,Marketing Payment,Outflow,Tiktok Ads,4134.89,EUR
BNK0001747,2025-05-04,Logistics Payment,Outflow,DHL,1064.17,EUR
BNK0001748,2025-05-10,Logistics Payment,Outflow,Chronopost,606.77,EUR
BNK0001749,2025-04-23,Logistics Payment,Outflow,FedEx,1513.57,EUR
BNK0001750,2025-04-23,Logistics Payment,Outflow,FedEx,2397.74,EUR
  BNK0001751  ,2025-04-25,Logistics Payment,Outflow,DHL,1863.21,EUR
BNK0001752,2025-04-29,Logistics Payment,Outflow,FedEx,1928.43,EUR
BNK0001753,2025-04-21,Logistics Payment,Outflow,FedEx,372.51,EURO
BNK0001754,2025-05-11,Logistics Payment,Outflow,DHL,2278.64,EUR
BNK0001755,2025-05-04,Logistics Payment,Outflow,UPS,971.14,EUR
BNK0001756,01-05-2025,Logistics Payment,Outflow,UPS,1389.1,EUR
BNK0001757,2025-05-07,Logistics Payment,Outflow,FedEx,2214.98,EUR
BNK0001758,2025-05-07,Logistics Payment,Outflow,FedEx,2308.16,EUR
BNK0001759,2025-05-16,Logistics Payment,Outflow,Chronopost,737.25,EUR
BNK0001760,2025-05-04,Travel Payment,Outflow,SNCF,2435.16,EUR
BNK0001761,2025-04-22,Professional Fees Payment,Outflow,Legal Partners,4081.24,EUR
BNK0001762,2025-05-12,Travel Payment,Outflow,SNCF,1932.88,eur
BNK0001763,2025-05-09,Travel Payment,Outflow,Air France,4022.0,EUR
BNK0001764,2025-04-27,Travel Payment,Outflow,Booking Business,3722.37,EUR
BNK0001765,2025-04-25,Office Payment,Outflow,Office Depot,2294.94,EUR
BNK0001766,2025-05-17,Office Payment,Outflow,Bureau Vallee,1007.24,EUR
BNK0001767,2025-05-04,Rent Payment,Outflow,SCI Riviera Immo,17626.66,EUR
BNK0001768,2025-05-23,Payroll Payment,Outflow,Cabinet Paye Sud,112679.01,EUR
BNK0001769,2025-05-14,Software Payment,Outflow,HubSpot,2290.83,EUR
BNK0001770,2025-05-26,Software Payment,Outflow,OVHcloud,549.04,EUR
BNK0001771,2025-06-05,Software Payment,Outflow,OVHcloud,804.59,EUR
BNK0001772,2025-06-02,Software Payment,Outflow,Microsoft,2625.6,EUR
BNK0001773,2025-06-13,Software Payment,Outflow,Microsoft,1576.23,EUR
BNK0001774,2025-06-15,Marketing Payment,Outflow,TikTok Ads,5384.23,EUR
BNK0001775,NA,Marketing Payment,Outflow,Google Ads,4339.66,EUR
BNK0001776,2025-06-19,Marketing Payment,Outflow,TikTok Ads,2436.87,EUR
BNK0001777,2025-05-16,Marketing Payment,Outflow,Google Ads,8026.01,EUR
BNK0001778,2025-06-16,Marketing Payment,Outflow,Meta Ads,7029.37,EUR
BNK0001779,2025-05-31,Marketing Payment,Outflow,Agence Pulse,5688.68,EUR
BNK0001780,2025-05-13,Marketing Payment,Outflow,TikTok Ads,1548.05,EUR
BNK0001781,2025-05-20,Marketing Payment,Outflow,Agence Pulse,5431.88,EUR
BNK0001782,2025-05-23,Logistics Payment,Outflow,CHRONOPOST,2188.57,EUR
BNK0001783,2025-05-28,Logistics Payment,Outflow,FedEx,1366.05,EUR
BNK0001784,2025-05-28,Logistics Payment,Outflow,UPS,795.1,EUR
BNK0001785,2025-05-28,Logistics Payment,Outflow,UPS,1952.55,EUR
BNK0001786,2025-06-06,Logistics Payment,Outflow,FEDEX,1931.98,eur
BNK0001787,2025-05-23,Logistics Payment,Outflow,UPS,379.78,EUR
BNK0001788,2025-06-04,Logistics Payment,Outflow,FedEx,731.78,EUR
BNK0001789,2025-05-19,Logistics Payment,Outflow,UPS,828.73,EUR
BNK0001790,2025-05-31,Logistics Payment,Outflow,DHL,441.1,EUR
BNK0001791,2025-05-25,Logistics Payment,Outflow,FedEx,1624.63,EUR
BNK0001792,05-29-2025,Logistics Payment,Outflow,DHL,1058.0,EUR
BNK0001793,2025-06-12,Logistics Payment,Outflow,DHL,2350.88,EUR
BNK0001794,2025-06-14,Professional Fees Payment,Outflow,Cabinet Audit Conseil,520.53,EUR
BNK0001795,2025-05-19,Utilities Payment,Outflow,Veolia,3672.13,EUR
BNK0001796,2025-05-04,Utilities Payment,Outflow,EDF,3735.64,EUR
BNK0001797,2025-06-03,Office Payment,Outflow,Bureau Vallee,1474.76,EUR
BNK0001798,2025-05-18,Utilities Payment,Outflow,Veolia,1198.51,EUR
BNK0001799,2025-06-06,Office Payment,Outflow,Bureau Vallee,684.12,EUR
BNK0001800,2025-05-21,Office Payment,Outflow,Office Depot,3639.13,EUR
BNK0001801,2025-05-08,Utilities Payment,Outflow,Veolia,3785.64,EUR
BNK0001802,2025-05-26,Office Payment,Outflow,Office Depot,3430.06,EUR
BNK0001803,2025-06-06,Rent Payment,Outflow,SCI Riviera Immo,18052.75,EUR
BNK0001804,2025-06-26,Payroll Payment,Outflow,Cabinet Paye Sud,112093.64,EUR
BNK0001805,2025-06-24,Software Payment,Outflow,Notion,2416.34,EUR
BNK0001806,2025-06-11,Software Payment,Outflow,Notion,2389.06,EUR
BNK0001807,2025-07-13,Software Payment,Outflow,Adobe,1607.03,EUR
 BNK0001808,06-24-2025,Software Payment,Outflow,OVHcloud,1541.48,EUR
BNK0001809,2025-07-01,Marketing Payment,Outflow,Meta Ads,7019.83,EUR
BNK0001810,2025-07-04,Marketing Payment,Outflow,Google Ads,8979.54,EUR
BNK0001811,2025-07-08,Marketing Payment,Outflow,Agence Pulse,6173.87,EUR
BNK0001812,2025-06-28,Marketing Payment,Outflow,Meta Ads,4688.62,EUR
BNK0001813,2025-07-02,Marketing Payment,Outflow,Meta Ads,1977.59,EUR
BNK0001814,2025-06-27,Marketing Payment,Outflow,Agence Pulse,7785.96,EUR
BNK0001815,2025-07-15,Marketing Payment,Outflow,TikTok Ads,8480.68,EUR
BNK0001816,2025-07-15,Marketing Payment,Outflow,TikTok Ads,5490.0,EUR
BNK0001817,2025-07-10,Marketing Payment,Outflow,Google Ads,1535.29,EUR
BNK0001818,2025-07-08,Marketing Payment,Outflow,Meta Ads,7072.41,EUR
BNK0001819,2025-06-17,Logistics Payment,Outflow,Chronopost,249.08,EUR
BNK0001820,2025-07-01,Logistics Payment,Outflow,DHL,1328.84,EUR
BNK0001821,2025-06-20,Logistics Payment,Outflow,UPS,764.39,EUR
BNK0001822,2025-06-22,Logistics Payment,Outflow,DHL,1937.34,EUR
BNK0001823,2025-07-14,Logistics Payment,Outflow,DHL,1842.95,EUR
BNK0001824,2025-07-09,Logistics Payment,Outflow,UPS,371.9,EUR
BNK0001825,2025-07-13,Logistics Payment,Outflow,FedEx,1323.63,EUR
BNK0001826,2025-07-17,Logistics Payment,Outflow,UPS,1431.14,EUR
BNK0001827,2025-06-28,Logistics Payment,Outflow,DHL,314.64,EUR
BNK0001828,2025-06-21,Logistics Payment,Outflow,UPS,191.41,EUR
BNK0001829,06-14-2025,Utilities Payment,Outflow,Orange Business,1284.4,EUR
BNK0001830,2025-07-21,Travel Payment,Outflow,SNCF,576.73,EUR
BNK0001831,2025-06-25,Travel Payment,Outflow,Air France,4089.83,EUR
BNK0001832,2025-07-03,Travel Payment,Outflow,Booking Business,2427.24,EUR
BNK0001833,2025-06-26,Office Payment,Outflow,Office Depot,4192.58,EUR
BNK0001834,2025-07-02,Office Payment,Outflow,Office Depot,4103.0,EUR
BNK0001835,2025-06-28,Travel Payment,Outflow,Air France,3474.22,EUR
BNK0001836,2025-07-12,Travel Payment,Outflow,Booking Business,2747.73,EUR
BNK0001837,2025-06-12,Professional Fees Payment,Outflow,Legal Partners,1057.05,EUR
BNK0001838,2025-07-17,Office Payment,Outflow,Bureau Vallee,2419.18,EUR
BNK0001839,2025-07-05,Rent Payment,Outflow,SCI Riviera Immo,18383.39,EUR
BNK0001840,2025-07-24,Payroll Payment,Outflow,Cabinet Paye Sud,115045.79,EUR
BNK0001841,2025-08-14,Software Payment,Outflow,Notion,2328.27,EUR
BNK0001842,2025-08-14,Software Payment,Outflow,HubSpot,1863.98,EUR
BNK0001843,2025-07-15,Software Payment,Outflow,Adobe,660.18,EUR
BNK0001844,NA,Software Payment,Outflow,HubSpot,339.66,EUR
BNK0001845,2025-07-31,Marketing Payment,Outflow,TikTok Ads,7159.56,EUR
BNK0001846,2025-07-26,Marketing Payment,Outflow,Agence Pulse,2376.89,EUR
BNK0001847,2025-07-30,Marketing Payment,Outflow,Meta Ads,1702.04,EUR
BNK0001848,2025-07-22,Marketing Payment,Outflow,TikTok Ads,8215.32,EUR
BNK0001849,2025-07-24,Marketing Payment,Outflow,Agence Pulse,8709.94,EUR
BNK0001850,2025-07-27,Marketing Payment,Outflow,Google Ads,8638.06,EUR
BNK0001851,2025-08-16,Marketing Payment,Outflow,TikTok Ads,4891.56,EUR
BNK0001852,2025-07-27,Marketing Payment,Outflow,Google Ads,7594.42,EUR
BNK0001853,2025-08-19,Logistics Payment,Outflow,UPS,2017.72,EUR
BNK0001854,2025-08-05,Logistics Payment,Outflow,UPS,371.43,EUR
BNK0001855,2025-08-01,Logistics Payment,Outflow,UPS,2251.6,EUR
BNK0001856,2025-08-01,Logistics Payment,Outflow,UPS,1699.83,EUR
BNK0001857,2025-07-26,Logistics Payment,Outflow,UPS,2376.84,EUR
BNK0001858,2025-08-09,Logistics Payment,Outflow,DHL,218.53,EUR
BNK0001859,2025-07-23,Logistics Payment,Outflow,Chronopost,1524.26,EUR
BNK0001860,2025-07-23,Logistics Payment,Outflow,DHL,2280.65,EUR
BNK0001861,,Logistics Payment,Outflow,Chronopost,562.15,EUR
BNK0001862,2025-08-07,Logistics Payment,Outflow,FedEx,1691.28, Eur 
BNK0001863,2025-08-03,Logistics Payment,Outflow,FedEx,1988.5,EUR
BNK0001864,2025-08-13,Logistics Payment,Outflow,Chronopost,486.94,EUR
BNK0001865,2025-07-29,Logistics Payment,Outflow,FedEx,1796.22,EUR
BNK0001866,2025-07-21,Travel Payment,Outflow,Air France,3126.4,EUR
BNK0001867,2025-07-13,Utilities Payment,Outflow,EDF,228.95,EUR
BNK0001868,2025-07-23,Professional Fees Payment,Outflow,Cabinet Audit Conseil,2711.61,EUR
BNK0001869,2025-08-10,Travel Payment,Outflow,Booking Business,4036.05,EUR
BNK0001870,2025-07-31,Office Payment,Outflow,Office Depot,1786.82,EUR
BNK0001871,2025-07-24,Professional Fees Payment,Outflow,Legal Partners,2478.34,EUR
BNK0001872,07-28-2025,Professional Fees Payment,Outflow,Legal Partners,3155.69,EUR
BNK0001873,2025-07-15,Professional Fees Payment,Outflow,Legal Partners,2862.46,EUR
BNK0001874,2025-07-25,Travel Payment,Outflow,Air France,1077.45,EUR
BNK0001875,2025-08-10,Professional Fees Payment,Outflow,Legal Partners,244.88,EUR
BNK0001876,2025-08-03,Rent Payment,Outflow,SCI Riviera Immo,17686.01,EUR
BNK0001877,2025-08-21,Payroll Payment,Outflow,Cabinet Paye Sud,117516.37,EUR
BNK0001878,2025-08-15,Software Payment,Outflow,Adobe,1462.72,EUR
BNK0001879,2025-08-30,Software Payment,Outflow,Microsoft,502.11,EUR
BNK0001880,2025-09-15,Software Payment,Outflow,Adobe,914.0,EUR
BNK0001881,2025-08-28,Marketing Payment,Outflow,Agence Pulse,4045.16,EUR
BNK0001882,2025-09-08,Marketing Payment,Outflow,Meta Ads,6356.18,EUR
BNK0001883,,Marketing Payment,Outflow,Google Ads,5606.32, Eur 
BNK0001884,2025-08-29,Marketing Payment,Outflow,Google Ads,6413.63,EUR
BNK0001885,2025-09-18,Marketing Payment,Outflow,Google Ads,8120.77,EUR
BNK0001886,18-08-2025,Marketing Payment,Outflow,TikTok Ads,8741.41,EUR
